date,time,username,name,text,photos,location,keyword
2021-01-12,18:54:17,mmcmillguy,Jay,andrewyang vast majority conservative condemned happened capital hill yet still need call people racist changed disappointing,[],[],"['changed', 'majority', 'racist', 'conservative']"
2021-01-12,18:53:16,drewilious,Drewilious,mmartalock dayleyr awscloud ajassy neither capital hill protester oh yea,['https://pbs.twimg.com/media/EriG0_aXMAI0NvK.jpg'],[],"['dayleyr', 'protester', 'awscloud', 'ajassy']"
2021-01-12,18:51:09,giordan67551736,Giordano.Bruno,lindseygrahamsc done right thing first impeachment vote capital hill police officer would still alive today,[],[],"['impeachment', 'alive', 'officer', 'capital']"
2021-01-12,18:49:09,monamfmayes87,Ramona Mayes,white people genuinely surprised walker texas ranger member vanilla isi yall didnt see sign magaterrorist capitalhill walkertexasfascist chucknorrisfascistfacts,[],['texas'],"['people', 'walkertexasfascist', 'genuinely', 'capitalhill']"
2021-01-12,18:48:56,rainbow78521,frances regenbogen,guardian activity guy capital hill day paeler active user belongs twitter facebook forget dirty others,[],[],"['activity', 'forget', 'facebook', 'capital']"
2021-01-12,18:47:40,divagoddess_02,Brandy Boarman,silly commit crime punished full extent law buuuuut white need unity stop comparing tantrum blm protest one human wanting killed cry baby lost blacklivesmatter capitalhill,[],[],"['commit', 'blacklivesmatter', 'crime', 'punished']"
2021-01-12,18:47:21,peggyhi07709599,Peggy Hill,jimgaffigan horrible yet surprised trump supporting extremist would type person saw storm capital last week,[],[],"['capital', 'horrible', 'surprised', 'storm']"
2021-01-12,18:46:52,alew73512482,Alew,kimstrassel joebiden day capital hill focused insurrection terrorism coup destroy trump drop push retribution thing left talk election integrity,[],[],"['joebiden', 'election', 'capital', 'retribution']"
2021-01-12,18:46:48,4a_of,Dad Of 4A's,sergeivote crzyfkinworld blakeresists michellespenc brendabalazs mauraresister tkinmb rutherfordrocks good morning sergio anyone going removed capital hill today thank stay safe prepared anything last day removetrump removethetraitors,[],[],"['removetrump', 'crzyfkinworld', 'blakeresists', 'michellespenc']"
2021-01-12,18:44:03,jopath71,JOPATH,themurgie rebelnewsonline speakerpelosi antifa convinced trumpwhat sound like leak wh capital hill key member went work antifa dont brain pull heard antifa puppet,[],[],"['antifa', 'rebelnewsonline', 'capital', 'sound']"
2021-01-12,18:43:00,chitkwesumanetu,𝓔𝓵𝓲𝔃𝓪𝓫𝓮𝓽𝓱 𝓛𝓲𝓵𝓵𝔂,governor arnold schwarzenegger passionate message happened capital hill,[],[],"['arnold', 'capital', 'schwarzenegger', 'happened']"
2021-01-12,18:42:05,whisper75595524,Whisper,melissahowery backing away capital hill know corporate donation gave u holly amp cruzs delt judiciallycharged amp tried must leave govt im gon na fuck around amp get law degree,[],[],"['backing', 'capital', 'corporate', 'donation']"
2021-01-12,18:40:29,theprosecution1,The prosecution,capitalhill,['https://pbs.twimg.com/media/EriD5wRXIAQAZKw.jpg'],[],['capitalhill']
2021-01-12,18:39:27,videoman247,Videoman,frankryancpa video emerged capital hill mob citing fraud pa one justification influenced ryan political game killed good men must censured removed office resign frank,[],[],"['video', 'resign', 'emerged', 'office']"
2021-01-12,18:38:55,jaybird44441,Jaybird,jerseyjanes govmurphy equally wrong blm nope marching racial justice inbreds marched capital hill racist self overturn free fair election coup even spectrum,[],[],"['govmurphy', 'equally', 'election', 'wrong']"
2021-01-12,18:37:23,peachylaurey,laurey wallut,hilarious capital hill documentary behind scene look via youtube,[],[],"['capital', 'scene', 'documentary', 'hilarious']"
2021-01-12,18:34:22,dupui,I Have No More Patience follow dupui @Parler,capital hill rioter stealing election amp staging coup president duly elected people donaldtrump winner never doubt,[],[],"['winner', 'rioter', 'donaldtrump', 'stealing']"
2021-01-12,18:33:54,anderschaastrup,Anders C Haastrup,andrewyang imagine yang said capital hill rioter seriousness good yang straight cheering blm violence seems like tacid condemnation,[],[],"['tacid', 'violence', 'imagine', 'cheering']"
2021-01-12,18:31:55,bluesviewnews,We Are Trump,gofundme blocked patriot account justifiably riot capital hill till day still allows account fund antifa violent crime,[],[],"['account', 'violent', 'blocked', 'antifa']"
2021-01-12,18:30:45,patzoldsylvia,Sylvia Patzold,lindseygrahamsc wrong trump lying plan cause chaos capital hill demonstration every state capital wake see light mr graham ever vote republican,[],[],"['capital', 'wrong', 'trump', 'graham']"
2021-01-12,18:29:23,cassi_a_p,Cassia Owsiany,think staceyabrams replace smirking repmtg house expelled refusing wear mask insurrection coupattempt capitalhill,[],[],"['replace', 'coupattempt', 'smirking', 'insurrection']"
2021-01-12,18:28:59,lockhimupp,kamalamadingdong 🏳️‍🌈🏴‍☠️🇺🇸,lindseygrahamsc light fact called so demanding vote cast amp refuse concede know lost invited magamaniacs dc attempt coup capital hill lawmaker attempting certify election hell,[],[],"['light', 'election', 'certify', 'called']"
2021-01-12,18:27:35,signo40372199,Signo 🐗🇮🇹🇱🇧🖤#chicofortifree,faralessandro jokerreloaded ermannokilgore come pacifici manifestanti di capitalhill chi di noi non va giro con manette fascettose per rapire eventualmente membri del congresso erano pacifici proprio ah ovviamente un ferro va sempre portato non sa mai,['https://pbs.twimg.com/media/EriA82lXYAAVo-6.jpg'],['non va'],"['pacifici', 'jokerreloaded', 'portato', 'eventualmente']"
2021-01-12,18:24:52,tomcriswell,tom criswell,andrewyang people inkling interrupting capital hill insurrectionriot tame word use herewere maga crowdtherefore conjecture background moot face overwhelming evidence coup attempted,[],[],"['people', 'inkling', 'evidence', 'interrupting']"
